Pas	Proportion
416	0.96190
417	0.96190
418	0.96190
419	0.96190
420	0.96200
421	0.96200
422	0.96230
423	0.96230
424	0.96250
425	0.96250
426	0.96250
427	0.96250
428	0.96260
429	0.96260
430	0.96260
431	0.96260
432	0.96260
433	0.96260
434	0.96260
435	0.96260
436	0.96260
437	0.96260
438	0.96270
439	0.96270
440	0.96280
441	0.96280
442	0.96280
443	0.96280
444	0.96280
445	0.96280
446	0.96280
447	0.96280
448	0.96300
449	0.96300
450	0.96310
451	0.96310
452	0.96340
453	0.96340
454	0.96360
455	0.96360
456	0.96370
457	0.96370
458	0.96380
459	0.96380
460	0.96390
461	0.96390
462	0.96400
463	0.96400
464	0.96400
465	0.96400
466	0.96410
467	0.96410
468	0.96420
469	0.96420
470	0.96440
471	0.96440
472	0.96460
473	0.96460
474	0.96480
475	0.96480
476	0.96490
477	0.96490
478	0.96500
479	0.96500
480	0.96500
481	0.96500
482	0.96510
483	0.96510
484	0.96520
485	0.96520
486	0.96530
487	0.96530
488	0.96530
489	0.96530
490	0.96530
491	0.96530
492	0.96530
493	0.96530
494	0.96540
495	0.96540
496	0.96540
497	0.96540
498	0.96550
499	0.96550
500	0.96560
501	0.96560
502	0.96560
503	0.96560
504	0.96580
505	0.96580
506	0.96590
507	0.96590
508	0.96590
509	0.96590
510	0.96590
511	0.96590
512	0.96590
513	0.96590
514	0.96600
515	0.96600
516	0.96630
517	0.96630
518	0.96640
519	0.96640
520	0.96660
521	0.96660
522	0.96670
523	0.96670
524	0.96670
525	0.96670
526	0.96680
527	0.96680
528	0.96680
529	0.96680
530	0.96680
531	0.96680
532	0.96690
533	0.96690
534	0.96690
535	0.96690
536	0.96710
537	0.96710
538	0.96710
539	0.96710
540	0.96720
541	0.96720
542	0.96720
543	0.96720
544	0.96720
545	0.96720
546	0.96740
547	0.96740
548	0.96740
549	0.96740
550	0.96750
551	0.96750
552	0.96770
553	0.96770
554	0.96770
555	0.96770
556	0.96790
557	0.96790
558	0.96800
559	0.96800
560	0.96810
561	0.96810
562	0.96810
563	0.96810
564	0.96810
565	0.96810
566	0.96820
567	0.96820
568	0.96840
569	0.96840
570	0.96840
571	0.96840
572	0.96840
573	0.96840
574	0.96880
575	0.96880
576	0.96880
577	0.96880
578	0.96880
579	0.96880
580	0.96880
581	0.96880
582	0.96880
583	0.96880
584	0.96890
585	0.96890
586	0.96890
587	0.96890
588	0.96900
589	0.96900
590	0.96900
591	0.96900
592	0.96910
593	0.96910
594	0.96920
595	0.96920
596	0.96930
597	0.96930
598	0.96930
599	0.96930
600	0.96930
601	0.96930
602	0.96930
603	0.96930
604	0.96930
605	0.96930
606	0.96940
607	0.96940
608	0.96940
609	0.96940
610	0.96950
611	0.96950
612	0.96950
613	0.96950
614	0.96950
615	0.96950
616	0.96980
617	0.96980
618	0.96980
619	0.96980
620	0.96980
621	0.96980
622	0.96990
623	0.96990
624	0.96990
625	0.96990
626	0.97010
627	0.97010
628	0.97010
629	0.97010
630	0.97010
631	0.97010
632	0.97010
633	0.97010
634	0.97010
635	0.97010
636	0.97010
637	0.97010
638	0.97020
639	0.97020
640	0.97030
641	0.97030
642	0.97040
643	0.97040
644	0.97050
645	0.97050
646	0.97070
647	0.97070
648	0.97090
649	0.97090
650	0.97090
651	0.97090
652	0.97090
653	0.97090
654	0.97120
655	0.97120
656	0.97120
657	0.97120
658	0.97140
659	0.97140
660	0.97150
661	0.97150
662	0.97150
663	0.97150
664	0.97150
665	0.97150
666	0.97160
667	0.97160
668	0.97170
669	0.97170
670	0.97170
671	0.97170
672	0.97170
673	0.97170
674	0.97180
675	0.97180
676	0.97190
677	0.97190
678	0.97190
679	0.97190
680	0.97190
681	0.97190
682	0.97190
683	0.97190
684	0.97200
685	0.97200
686	0.97200
687	0.97200
688	0.97200
689	0.97200
690	0.97210
691	0.97210
692	0.97220
693	0.97220
694	0.97230
695	0.97230
696	0.97230
697	0.97230
698	0.97230
699	0.97230
700	0.97230
701	0.97230
702	0.97230
703	0.97230
704	0.97230
705	0.97230
706	0.97230
707	0.97230
708	0.97230
709	0.97230
710	0.97230
711	0.97230
712	0.97230
713	0.97230
714	0.97230
715	0.97230
716	0.97240
717	0.97240
718	0.97260
719	0.97260
720	0.97260
721	0.97260
722	0.97260
723	0.97260
724	0.97270
725	0.97270
726	0.97270
727	0.97270
728	0.97270
729	0.97270
730	0.97270
731	0.97270
732	0.97270
733	0.97270
734	0.97270
735	0.97270
736	0.97270
737	0.97270
738	0.97270
739	0.97270
740	0.97270
741	0.97270
742	0.97270
743	0.97270
744	0.97280
745	0.97280
746	0.97290
747	0.97290
748	0.97290
749	0.97290
750	0.97290
751	0.97290
752	0.97290
753	0.97290
754	0.97300
755	0.97300
756	0.97320
757	0.97320
758	0.97320
759	0.97320
760	0.97320
761	0.97320
762	0.97320
763	0.97320
764	0.97320
765	0.97320
766	0.97320
767	0.97320
768	0.97320
769	0.97320
770	0.97320
771	0.97320
772	0.97330
773	0.97330
774	0.97330
775	0.97330
776	0.97330
777	0.97330
778	0.97330
779	0.97330
780	0.97330
781	0.97330
782	0.97340
783	0.97340
784	0.97340
785	0.97340
786	0.97340
787	0.97340
788	0.97340
789	0.97340
790	0.97340
791	0.97340
792	0.97360
793	0.97360
794	0.97360
795	0.97360
796	0.97360
797	0.97360
798	0.97360
799	0.97360
800	0.97360
801	0.97360
802	0.97360
803	0.97360
804	0.97360
805	0.97360
806	0.97360
807	0.97360
808	0.97360
809	0.97360
810	0.97360
811	0.97360
812	0.97370
813	0.97370
814	0.97370
815	0.97370
816	0.97370
817	0.97370
818	0.97380
819	0.97380
820	0.97380
821	0.97380
822	0.97390
823	0.97390
824	0.97400
825	0.97400
826	0.97400
827	0.97400
828	0.97400
829	0.97400
830	0.97400
831	0.97400
832	0.97400
833	0.97400
834	0.97400
835	0.97400
836	0.97410
837	0.97410
838	0.97410
839	0.97410
840	0.97410
841	0.97410
842	0.97410
843	0.97410
844	0.97410
845	0.97410
846	0.97420
847	0.97420
848	0.97430
849	0.97430
850	0.97430
851	0.97430
852	0.97430
853	0.97430
854	0.97440
855	0.97440
856	0.97460
857	0.97460
858	0.97460
859	0.97460
860	0.97460
861	0.97460
862	0.97460
863	0.97460
864	0.97470
865	0.97470
866	0.97480
867	0.97480
868	0.97490
869	0.97490
870	0.97490
871	0.97490
872	0.97490
873	0.97490
874	0.97490
875	0.97490
876	0.97490
877	0.97490
878	0.97500
879	0.97500
880	0.97500
881	0.97500
882	0.97510
883	0.97510
884	0.97510
885	0.97510
886	0.97520
887	0.97520
888	0.97520
889	0.97520
890	0.97530
891	0.97530
892	0.97530
893	0.97530
894	0.97530
895	0.97530
896	0.97540
897	0.97540
898	0.97540
899	0.97540
900	0.97540
901	0.97540
902	0.97540
903	0.97540
904	0.97540
905	0.97540
906	0.97540
907	0.97540
908	0.97540
909	0.97540
910	0.97540
911	0.97540
912	0.97540
913	0.97540
914	0.97540
915	0.97540
916	0.97540
917	0.97540
918	0.97540
919	0.97540
920	0.97540
921	0.97540
922	0.97540
923	0.97540
924	0.97540
925	0.97540
926	0.97540
927	0.97540
928	0.97540
929	0.97540
930	0.97550
931	0.97550
932	0.97550
933	0.97550
934	0.97550
935	0.97550
936	0.97550
937	0.97550
938	0.97560
939	0.97560
940	0.97560
941	0.97560
942	0.97560
943	0.97560
944	0.97580
945	0.97580
946	0.97580
947	0.97580
948	0.97580
949	0.97580
950	0.97580
951	0.97580
952	0.97580
953	0.97580
954	0.97580
955	0.97580
956	0.97580
957	0.97580
958	0.97580
959	0.97580
960	0.97580
961	0.97580
962	0.97580
963	0.97580
964	0.97590
965	0.97590
966	0.97590
967	0.97590
968	0.97600
969	0.97600
970	0.97600
971	0.97600
972	0.97610
973	0.97610
974	0.97610
975	0.97610
976	0.97620
977	0.97620
978	0.97620
979	0.97620
980	0.97620
981	0.97620
982	0.97620
983	0.97620
984	0.97620
985	0.97620
986	0.97620
987	0.97620
988	0.97620
989	0.97620
990	0.97620
991	0.97620
992	0.97620
993	0.97620
994	0.97620
995	0.97620
996	0.97620
997	0.97620
998	0.97620
999	0.97620
1000	0.97630
1001	0.97630
1002	0.97630
1003	0.97630
1004	0.97630
1005	0.97630
1006	0.97630
1007	0.97630
1008	0.97630
1009	0.97630
1010	0.97630
1011	0.97630
1012	0.97630
1013	0.97630
1014	0.97630
1015	0.97630
1016	0.97630
1017	0.97630
1018	0.97640
1019	0.97640
1020	0.97640
1021	0.97640
1022	0.97640
1023	0.97640
1024	0.97640
1025	0.97640
1026	0.97640
1027	0.97640
1028	0.97640
1029	0.97640
1030	0.97650
1031	0.97650
1032	0.97650
1033	0.97650
1034	0.97650
1035	0.97650
1036	0.97660
1037	0.97660
1038	0.97660
1039	0.97660
1040	0.97660
1041	0.97660
1042	0.97660
1043	0.97660
1044	0.97660
1045	0.97660
1046	0.97660
1047	0.97660
1048	0.97660
1049	0.97660
1050	0.97660
1051	0.97660
1052	0.97660
1053	0.97660
1054	0.97660
1055	0.97660
1056	0.97660
1057	0.97660
1058	0.97660
1059	0.97660
1060	0.97660
1061	0.97660
1062	0.97660
1063	0.97660
1064	0.97660
1065	0.97660
1066	0.97660
1067	0.97660
1068	0.97660
1069	0.97660
1070	0.97670
1071	0.97670
1072	0.97670
1073	0.97670
1074	0.97680
1075	0.97680
1076	0.97680
1077	0.97680
1078	0.97680
1079	0.97680
1080	0.97690
1081	0.97690
1082	0.97690
1083	0.97690
1084	0.97710
1085	0.97710
1086	0.97710
1087	0.97710
1088	0.97720
1089	0.97720
1090	0.97730
1091	0.97730
1092	0.97730
1093	0.97730
1094	0.97730
1095	0.97730
1096	0.97730
1097	0.97730
1098	0.97740
1099	0.97740
1100	0.97740
1101	0.97740
1102	0.97740
1103	0.97740
1104	0.97750
1105	0.97750
1106	0.97750
1107	0.97750
1108	0.97750
1109	0.97750
1110	0.97750
1111	0.97750
1112	0.97750
1113	0.97750
1114	0.97750
1115	0.97750
1116	0.97750
1117	0.97750
1118	0.97750
1119	0.97750
1120	0.97750
1121	0.97750
1122	0.97750
1123	0.97750
1124	0.97750
1125	0.97750
1126	0.97750
1127	0.97750
1128	0.97760
1129	0.97760
1130	0.97760
1131	0.97760
1132	0.97760
1133	0.97760
1134	0.97760
1135	0.97760
1136	0.97760
1137	0.97760
1138	0.97760
1139	0.97760
1140	0.97760
1141	0.97760
1142	0.97760
1143	0.97760
1144	0.97760
1145	0.97760
1146	0.97760
1147	0.97760
1148	0.97760
1149	0.97760
1150	0.97760
1151	0.97760
1152	0.97760
1153	0.97760
1154	0.97760
1155	0.97760
1156	0.97760
1157	0.97760
1158	0.97770
1159	0.97770
1160	0.97770
1161	0.97770
1162	0.97770
1163	0.97770
1164	0.97770
1165	0.97770
1166	0.97770
1167	0.97770
1168	0.97770
1169	0.97770
1170	0.97770
1171	0.97770
1172	0.97770
1173	0.97770
1174	0.97770
1175	0.97770
1176	0.97780
1177	0.97780
1178	0.97780
1179	0.97780
1180	0.97780
1181	0.97780
1182	0.97780
1183	0.97780
1184	0.97790
1185	0.97790
1186	0.97790
1187	0.97790
1188	0.97790
1189	0.97790
1190	0.97790
1191	0.97790
1192	0.97790
1193	0.97790
1194	0.97790
1195	0.97790
1196	0.97790
1197	0.97790
1198	0.97790
1199	0.97790
1200	0.97790
1201	0.97790
1202	0.97790
1203	0.97790
1204	0.97790
1205	0.97790
1206	0.97790
1207	0.97790
1208	0.97790
1209	0.97790
1210	0.97790
1211	0.97790
1212	0.97790
1213	0.97790
1214	0.97790
1215	0.97790
1216	0.97800
1217	0.97800
1218	0.97800
1219	0.97800
1220	0.97800
1221	0.97800
1222	0.97800
1223	0.97800
1224	0.97800
1225	0.97800
1226	0.97800
1227	0.97800
1228	0.97800
1229	0.97800
1230	0.97800
1231	0.97800
1232	0.97800
1233	0.97800
1234	0.97800
1235	0.97800
1236	0.97800
1237	0.97800
1238	0.97800
1239	0.97800
1240	0.97800
1241	0.97800
1242	0.97800
1243	0.97800
1244	0.97800
1245	0.97800
1246	0.97800
1247	0.97800
1248	0.97800
1249	0.97800
1250	0.97800
1251	0.97800
1252	0.97800
1253	0.97800
1254	0.97800
1255	0.97800
1256	0.97800
1257	0.97800
1258	0.97800
1259	0.97800
1260	0.97800
1261	0.97800
1262	0.97800
1263	0.97800
1264	0.97810
1265	0.97810
1266	0.97810
1267	0.97810
1268	0.97820
1269	0.97820
1270	0.97820
1271	0.97820
1272	0.97820
1273	0.97820
1274	0.97820
1275	0.97820
1276	0.97820
1277	0.97820
1278	0.97820
1279	0.97820
1280	0.97820
1281	0.97820
1282	0.97830
1283	0.97830
1284	0.97830
1285	0.97830
1286	0.97830
1287	0.97830
1288	0.97840
1289	0.97840
1290	0.97840
1291	0.97840
1292	0.97840
1293	0.97840
1294	0.97840
1295	0.97840
1296	0.97840
1297	0.97840
1298	0.97840
1299	0.97840
1300	0.97840
1301	0.97840
1302	0.97840
1303	0.97840
1304	0.97840
1305	0.97840
1306	0.97840
1307	0.97840
1308	0.97840
1309	0.97840
1310	0.97840
1311	0.97840
1312	0.97840
1313	0.97840
1314	0.97840
1315	0.97840
1316	0.97840
1317	0.97840
1318	0.97840
1319	0.97840
1320	0.97840
1321	0.97840
1322	0.97850
1323	0.97850
1324	0.97850
1325	0.97850
1326	0.97850
1327	0.97850
1328	0.97850
1329	0.97850
1330	0.97850
1331	0.97850
1332	0.97850
1333	0.97850
1334	0.97860
1335	0.97860
1336	0.97870
1337	0.97870
1338	0.97870
1339	0.97870
1340	0.97880
1341	0.97880
1342	0.97880
1343	0.97880
1344	0.97880
1345	0.97880
1346	0.97880
1347	0.97880
1348	0.97890
1349	0.97890
1350	0.97890
1351	0.97890
1352	0.97890
1353	0.97890
1354	0.97890
1355	0.97890
1356	0.97890
1357	0.97890
1358	0.97890
1359	0.97890
1360	0.97890
1361	0.97890
1362	0.97890
1363	0.97890
1364	0.97890
1365	0.97890
1366	0.97890
1367	0.97890
1368	0.97890
1369	0.97890
1370	0.97890
1371	0.97890
1372	0.97900
1373	0.97900
1374	0.97910
1375	0.97910
1376	0.97910
1377	0.97910
1378	0.97910
1379	0.97910
1380	0.97910
1381	0.97910
1382	0.97920
1383	0.97920
1384	0.97920
1385	0.97920
1386	0.97920
1387	0.97920
1388	0.97920
1389	0.97920
1390	0.97920
1391	0.97920
1392	0.97920
1393	0.97920
1394	0.97920
1395	0.97920
1396	0.97920
1397	0.97920
1398	0.97930
1399	0.97930
1400	0.97930
1401	0.97930
1402	0.97930
1403	0.97930
1404	0.97930
1405	0.97930
1406	0.97930
1407	0.97930
1408	0.97930
1409	0.97930
1410	0.97940
1411	0.97940
1412	0.97940
1413	0.97940
1414	0.97950
1415	0.97950
1416	0.97950
1417	0.97950
1418	0.97950
1419	0.97950
1420	0.97950
1421	0.97950
1422	0.97950
1423	0.97950
1424	0.97950
1425	0.97950
1426	0.97950
1427	0.97950
1428	0.97950
1429	0.97950
1430	0.97960
1431	0.97960
1432	0.97960
1433	0.97960
1434	0.97960
1435	0.97960
1436	0.97960
1437	0.97960
1438	0.97960
1439	0.97960
1440	0.97960
1441	0.97960
1442	0.97960
1443	0.97960
1444	0.97970
1445	0.97970
1446	0.97970
1447	0.97970
1448	0.97970
1449	0.97970
1450	0.97970
1451	0.97970
1452	0.97980
1453	0.97980
1454	0.97980
1455	0.97980
1456	0.97980
1457	0.97980
1458	0.97980
1459	0.97980
1460	0.97990
1461	0.97990
1462	0.97990
1463	0.97990
1464	0.97990
1465	0.97990
1466	0.97990
1467	0.97990
1468	0.97990
1469	0.97990
1470	0.97990
1471	0.97990
1472	0.98000
1473	0.98000
1474	0.98000
1475	0.98000
1476	0.98000
1477	0.98000
1478	0.98000
1479	0.98000
1480	0.98000
1481	0.98000
1482	0.98000
1483	0.98000
1484	0.98000
1485	0.98000
1486	0.98000
1487	0.98000
1488	0.98000
1489	0.98000
1490	0.98000
1491	0.98000
1492	0.98000
1493	0.98000
1494	0.98000
1495	0.98000
1496	0.98000
1497	0.98000
1498	0.98000
1499	0.98000
1500	0.98000
1501	0.98000
1502	0.98000
1503	0.98000
1504	0.98000
1505	0.98000
1506	0.98000
1507	0.98000
1508	0.98000
1509	0.98000
1510	0.98000
1511	0.98000
1512	0.98000
1513	0.98000
1514	0.98000
1515	0.98000
1516	0.98000
1517	0.98000
1518	0.98000
1519	0.98000
1520	0.98000
1521	0.98000
1522	0.98000
1523	0.98000
1524	0.98010
1525	0.98010
1526	0.98010
1527	0.98010
1528	0.98010
1529	0.98010
1530	0.98010
1531	0.98010
1532	0.98010
1533	0.98010
1534	0.98010
1535	0.98010
1536	0.98010
1537	0.98010
1538	0.98010
1539	0.98010
1540	0.98010
1541	0.98010
1542	0.98020
1543	0.98020
1544	0.98020
1545	0.98020
1546	0.98020
1547	0.98020
1548	0.98020
1549	0.98020
1550	0.98020
1551	0.98020
1552	0.98020
1553	0.98020
1554	0.98020
1555	0.98020
1556	0.98020
1557	0.98020
1558	0.98020
1559	0.98020
1560	0.98020
1561	0.98020
1562	0.98020
1563	0.98020
1564	0.98020
1565	0.98020
1566	0.98020
1567	0.98020
1568	0.98020
1569	0.98020
1570	0.98020
1571	0.98020
1572	0.98020
1573	0.98020
1574	0.98020
1575	0.98020
1576	0.98020
1577	0.98020
1578	0.98020
1579	0.98020
1580	0.98020
1581	0.98020
1582	0.98020
1583	0.98020
1584	0.98020
1585	0.98020
1586	0.98020
1587	0.98020
1588	0.98020
1589	0.98020
1590	0.98020
1591	0.98020
1592	0.98020
1593	0.98020
1594	0.98020
1595	0.98020
1596	0.98020
1597	0.98020
1598	0.98030
1599	0.98030
1600	0.98030
1601	0.98030
1602	0.98030
1603	0.98030
1604	0.98030
1605	0.98030
1606	0.98030
1607	0.98030
1608	0.98030
1609	0.98030
1610	0.98030
1611	0.98030
1612	0.98030
1613	0.98030
1614	0.98030
1615	0.98030
1616	0.98030
1617	0.98030
1618	0.98030
1619	0.98030
1620	0.98030
1621	0.98030
1622	0.98030
1623	0.98030
1624	0.98030
1625	0.98030
1626	0.98040
1627	0.98040
1628	0.98040
1629	0.98040
1630	0.98040
1631	0.98040
1632	0.98040
1633	0.98040
1634	0.98040
1635	0.98040
1636	0.98040
1637	0.98040
1638	0.98040
1639	0.98040
1640	0.98040
1641	0.98040
1642	0.98040
1643	0.98040
1644	0.98040
1645	0.98040
1646	0.98040
1647	0.98040
1648	0.98040
1649	0.98040
1650	0.98040
1651	0.98040
1652	0.98040
1653	0.98040
1654	0.98040
1655	0.98040
1656	0.98040
1657	0.98040
1658	0.98040
1659	0.98040
1660	0.98040
1661	0.98040
1662	0.98040
1663	0.98040
1664	0.98040
1665	0.98040
1666	0.98050
1667	0.98050
1668	0.98050
1669	0.98050
1670	0.98050
1671	0.98050
1672	0.98050
1673	0.98050
1674	0.98050
1675	0.98050
1676	0.98050
1677	0.98050
1678	0.98050
1679	0.98050
1680	0.98050
1681	0.98050
1682	0.98050
1683	0.98050
1684	0.98050
1685	0.98050
1686	0.98050
1687	0.98050
1688	0.98050
1689	0.98050
1690	0.98050
1691	0.98050
1692	0.98050
1693	0.98050
1694	0.98050
1695	0.98050
1696	0.98050
1697	0.98050
1698	0.98050
1699	0.98050
1700	0.98050
1701	0.98050
1702	0.98050
1703	0.98050
1704	0.98050
1705	0.98050
1706	0.98050
1707	0.98050
1708	0.98050
1709	0.98050
1710	0.98050
1711	0.98050
1712	0.98050
1713	0.98050
1714	0.98060
1715	0.98060
1716	0.98060
1717	0.98060
1718	0.98060
1719	0.98060
1720	0.98060
1721	0.98060
1722	0.98060
1723	0.98060
1724	0.98060
1725	0.98060
1726	0.98060
1727	0.98060
1728	0.98060
1729	0.98060
1730	0.98060
1731	0.98060
1732	0.98060
1733	0.98060
1734	0.98070
1735	0.98070
1736	0.98070
1737	0.98070
1738	0.98080
1739	0.98080
1740	0.98080
1741	0.98080
1742	0.98080
1743	0.98080
1744	0.98080
1745	0.98080
1746	0.98080
1747	0.98080
1748	0.98080
1749	0.98080
1750	0.98080
1751	0.98080
1752	0.98080
1753	0.98080
1754	0.98080
1755	0.98080
1756	0.98080
1757	0.98080
1758	0.98080
1759	0.98080
1760	0.98080
1761	0.98080
1762	0.98080
1763	0.98080
1764	0.98080
1765	0.98080
1766	0.98080
1767	0.98080
1768	0.98080
1769	0.98080
1770	0.98080
1771	0.98080
1772	0.98080
1773	0.98080
1774	0.98080
1775	0.98080
1776	0.98080
1777	0.98080
1778	0.98080
1779	0.98080
1780	0.98080
1781	0.98080
1782	0.98080
1783	0.98080
1784	0.98090
1785	0.98090
1786	0.98090
1787	0.98090
1788	0.98090
1789	0.98090
1790	0.98090
1791	0.98090
1792	0.98090
1793	0.98090
1794	0.98090
1795	0.98090
1796	0.98090
1797	0.98090
1798	0.98090
1799	0.98090
1800	0.98090
1801	0.98090
1802	0.98090
1803	0.98090
1804	0.98090
1805	0.98090
1806	0.98090
1807	0.98090
1808	0.98090
1809	0.98090
1810	0.98090
1811	0.98090
1812	0.98090
1813	0.98090
1814	0.98090
1815	0.98090
1816	0.98090
1817	0.98090
1818	0.98090
1819	0.98090
1820	0.98090
1821	0.98090
1822	0.98090
1823	0.98090
1824	0.98090
1825	0.98090
1826	0.98090
1827	0.98090
1828	0.98090
1829	0.98090
1830	0.98090
1831	0.98090
1832	0.98090
1833	0.98090
1834	0.98090
1835	0.98090
1836	0.98090
1837	0.98090
1838	0.98090
1839	0.98090
1840	0.98090
1841	0.98090
1842	0.98090
1843	0.98090
1844	0.98090
1845	0.98090
1846	0.98090
1847	0.98090
1848	0.98090
1849	0.98090
1850	0.98090
1851	0.98090
1852	0.98090
1853	0.98090
1854	0.98090
1855	0.98090
1856	0.98090
1857	0.98090
1858	0.98090
1859	0.98090
1860	0.98090
1861	0.98090
1862	0.98100
1863	0.98100
1864	0.98110
1865	0.98110
1866	0.98110
1867	0.98110
1868	0.98110
1869	0.98110
1870	0.98110
1871	0.98110
