n	Experimental	Theoretical
1148	53.40000	54.06809
1149	54.42600	54.09163
1150	54.05600	54.11516
1151	55.50900	54.13869
1152	53.77000	54.16220
1153	54.83400	54.18570
1154	54.03200	54.20920
1155	53.62200	54.23268
1156	53.73500	54.25615
1157	54.40700	54.27961
1158	54.44300	54.30306
1159	54.34000	54.32651
1160	54.07000	54.34994
1161	54.84200	54.37336
1162	54.12000	54.39677
1163	54.71900	54.42017
1164	54.34900	54.44356
1165	54.69700	54.46695
1166	54.05100	54.49032
1167	54.99600	54.51368
1168	54.53700	54.53703
1169	54.96000	54.56037
1170	54.72500	54.58370
1171	55.28300	54.60702
1172	54.46700	54.63033
1173	54.01300	54.65364
1174	53.78900	54.67693
1175	55.58600	54.70021
1176	54.09000	54.72348
1177	54.44700	54.74674
1178	54.86000	54.77000
1179	53.92200	54.79324
1180	55.12100	54.81647
1181	54.48600	54.83969
1182	54.95800	54.86290
1183	54.83900	54.88611
1184	55.24400	54.90930
1185	55.20900	54.93248
1186	55.76500	54.95566
1187	55.83000	54.97882
1188	55.75600	55.00197
1189	54.57400	55.02512
1190	54.51000	55.04825
1191	54.25800	55.07138
1192	54.30200	55.09449
1193	55.41300	55.11760
1194	53.98500	55.14069
1195	55.83600	55.16378
1196	55.31400	55.18686
1197	55.37500	55.20992
1198	54.29300	55.23298
1199	54.63300	55.25603
1200	55.79400	55.27906
1201	55.78900	55.30209
1202	55.27000	55.32511
1203	55.01800	55.34812
1204	56.35000	55.37112
1205	55.02000	55.39411
1206	56.09900	55.41709
1207	54.64200	55.44006
1208	56.04300	55.46302
1209	55.71900	55.48597
1210	55.06500	55.50892
1211	55.57400	55.53185
1212	55.63200	55.55477
1213	55.33000	55.57769
1214	56.90300	55.60059
1215	55.43100	55.62349
1216	55.91400	55.64637
1217	55.43300	55.66925
1218	55.24200	55.69211
1219	55.32500	55.71497
1220	56.10300	55.73782
1221	55.48600	55.76066
1222	56.20400	55.78349
1223	56.93500	55.80631
1224	55.47600	55.82912
1225	55.79400	55.85192
1226	55.68500	55.87471
1227	56.14200	55.89749
1228	56.23500	55.92027
1229	55.66000	55.94303
1230	56.13300	55.96579
1231	55.21800	55.98853
1232	55.72500	56.01127
1233	56.13800	56.03400
1234	56.79200	56.05671
1235	56.18300	56.07942
1236	55.41200	56.10212
1237	55.56200	56.12481
1238	56.69300	56.14749
1239	56.61600	56.17017
1240	55.98600	56.19283
1241	56.58700	56.21548
1242	56.75100	56.23813
1243	56.17000	56.26076
1244	56.60400	56.28339
1245	56.52300	56.30601
1246	56.98000	56.32862
1247	57.13700	56.35121
1248	55.75300	56.37381
1249	56.01000	56.39639
1250	56.52800	56.41896
1251	56.28500	56.44152
1252	56.71400	56.46408
1253	55.27900	56.48662
1254	55.91400	56.50916
1255	56.46300	56.53168
1256	57.40500	56.55420
1257	56.73300	56.57671
1258	56.96700	56.59921
1259	56.28900	56.62170
1260	56.41300	56.64418
1261	57.36700	56.66666
1262	56.28000	56.68912
1263	56.02600	56.71158
1264	56.49900	56.73402
1265	55.75500	56.75646
1266	57.60400	56.77889
1267	57.40000	56.80131
1268	56.65100	56.82372
1269	57.32000	56.84613
1270	56.43300	56.86852
1271	57.06200	56.89090
1272	56.44800	56.91328
1273	56.07200	56.93565
1274	56.51000	56.95801
1275	57.34500	56.98035
1276	56.66600	57.00270
1277	56.93400	57.02503
1278	57.34400	57.04735
1279	57.73600	57.06967
1280	56.86100	57.09197
1281	56.79000	57.11427
1282	57.55200	57.13656
1283	56.36300	57.15884
1284	57.11900	57.18111
1285	57.51500	57.20337
1286	57.07200	57.22562
1287	56.90700	57.24787
1288	57.83600	57.27011
1289	56.84500	57.29233
1290	56.97100	57.31455
1291	57.46300	57.33676
1292	56.66800	57.35897
1293	56.81800	57.38116
1294	58.21000	57.40334
1295	57.04900	57.42552
1296	56.40900	57.44769
1297	59.12500	57.46985
1298	58.05200	57.49200
1299	55.94200	57.51414
1300	57.82000	57.53627
1301	57.75600	57.55840
1302	58.22800	57.58052
1303	57.77800	57.60262
1304	57.10300	57.62472
1305	57.49800	57.64681
1306	57.52700	57.66890
1307	57.77700	57.69097
1308	57.93200	57.71304
1309	57.51200	57.73509
1310	57.15500	57.75714
1311	57.84400	57.77918
1312	57.39600	57.80122
1313	57.89000	57.82324
1314	57.58800	57.84525
1315	58.47100	57.86726
1316	57.70900	57.88926
1317	57.33700	57.91125
1318	58.16700	57.93323
1319	58.00100	57.95521
1320	57.15400	57.97717
1321	58.18400	57.99913
1322	57.78700	58.02108
1323	57.71100	58.04302
1324	57.86300	58.06495
1325	57.64400	58.08687
1326	57.75600	58.10879
1327	58.62400	58.13070
1328	58.14400	58.15259
1329	58.32800	58.17449
1330	58.09600	58.19637
1331	57.96300	58.21824
1332	57.65200	58.24011
1333	58.75700	58.26197
1334	58.85200	58.28382
1335	58.85000	58.30566
1336	58.47200	58.32749
1337	58.25600	58.34931
1338	58.63500	58.37113
1339	58.27100	58.39294
1340	58.69900	58.41474
1341	58.69800	58.43653
1342	58.27000	58.45832
1343	57.64400	58.48009
1344	58.66600	58.50186
1345	58.48000	58.52362
1346	58.65600	58.54537
1347	58.94700	58.56712
1348	59.30000	58.58885
1349	57.77300	58.61058
1350	59.89900	58.63230
1351	58.95700	58.65401
1352	58.47900	58.67572
1353	58.96100	58.69741
1354	58.58200	58.71910
1355	59.41200	58.74078
1356	58.38600	58.76245
1357	58.80600	58.78411
1358	58.66500	58.80577
1359	58.55400	58.82742
1360	58.87200	58.84906
1361	58.58000	58.87069
1362	58.36400	58.89231
1363	58.75300	58.91393
1364	59.40000	58.93554
1365	59.39100	58.95714
1366	59.14200	58.97873
1367	58.84900	59.00031
1368	58.49500	59.02189
1369	59.37100	59.04346
1370	58.64900	59.06502
1371	58.67000	59.08657
1372	58.79400	59.10812
1373	59.13200	59.12965
1374	58.46700	59.15118
1375	58.49400	59.17270
1376	58.90500	59.19422
1377	59.51300	59.21572
1378	60.00400	59.23722
1379	59.85700	59.25871
1380	59.58100	59.28019
1381	58.55400	59.30167
1382	59.43000	59.32313
1383	59.11400	59.34459
1384	59.03100	59.36604
1385	58.85300	59.38749
1386	59.25300	59.40892
1387	59.01200	59.43035
1388	59.75800	59.45177
1389	59.56700	59.47318
1390	60.20300	59.49459
1391	60.19200	59.51598
1392	59.16100	59.53737
1393	59.20700	59.55876
1394	58.96800	59.58013
1395	60.05600	59.60150
1396	59.14400	59.62285
1397	59.66100	59.64421
1398	59.37400	59.66555
1399	60.35600	59.68689
1400	59.25400	59.70821
1401	60.65200	59.72953
1402	60.26600	59.75085
1403	59.43600	59.77215
1404	59.47700	59.79345
1405	60.03100	59.81474
1406	60.25000	59.83602
1407	59.87800	59.85730
1408	60.60100	59.87857
1409	60.20100	59.89983
1410	59.89800	59.92108
1411	61.06100	59.94232
1412	59.08900	59.96356
1413	60.46300	59.98479
1414	58.43800	60.00601
1415	60.62100	60.02723
1416	60.36100	60.04843
1417	59.71400	60.06963
1418	60.53900	60.09083
1419	60.86900	60.11201
1420	59.68800	60.13319
1421	60.23400	60.15436
1422	60.34000	60.17552
1423	60.71900	60.19668
1424	59.90800	60.21782
1425	58.53900	60.23896
1426	59.57900	60.26010
1427	59.89900	60.28122
1428	60.63600	60.30234
1429	60.31300	60.32345
1430	60.45000	60.34455
1431	59.84500	60.36565
1432	60.36700	60.38674
1433	60.46200	60.40782
1434	61.14600	60.42889
1435	60.42300	60.44996
1436	61.40700	60.47102
1437	61.67700	60.49207
1438	60.13200	60.51311
1439	59.99800	60.53415
1440	61.51300	60.55518
1441	60.56500	60.57620
1442	59.87500	60.59722
1443	62.44500	60.61823
1444	61.14600	60.63923
1445	60.60500	60.66022
1446	61.46400	60.68121
1447	60.27800	60.70218
1448	59.35100	60.72316
1449	60.19000	60.74412
1450	59.89800	60.76508
1451	60.94900	60.78603
1452	60.31500	60.80697
1453	60.49600	60.82791
1454	59.52700	60.84883
1455	61.29600	60.86976
1456	60.70500	60.89067
1457	60.66700	60.91158
1458	60.86900	60.93248
1459	62.04300	60.95337
1460	60.77200	60.97425
1461	59.97200	60.99513
1462	61.13300	61.01600
1463	61.37200	61.03687
1464	60.91400	61.05772
1465	61.47800	61.07857
1466	61.32400	61.09941
1467	60.37200	61.12025
1468	61.44600	61.14108
1469	61.78100	61.16190
1470	61.00700	61.18271
1471	61.59500	61.20352
1472	61.10100	61.22432
1473	61.27100	61.24511
1474	60.34000	61.26590
1475	61.49900	61.28668
1476	61.06800	61.30745
1477	61.42600	61.32821
1478	62.58900	61.34897
1479	61.71100	61.36972
1480	61.99600	61.39046
1481	61.16100	61.41120
1482	61.09400	61.43193
1483	60.87700	61.45265
1484	61.54200	61.47337
1485	62.52000	61.49408
1486	61.91700	61.51478
1487	62.32900	61.53547
1488	60.96700	61.55616
1489	61.45600	61.57684
1490	61.04400	61.59751
1491	61.34300	61.61818
1492	61.48100	61.63884
1493	61.77400	61.65949
1494	62.37300	61.68014
1495	61.70900	61.70078
1496	60.81200	61.72141
1497	62.70700	61.74204
1498	62.04200	61.76266
1499	61.71800	61.78327
1500	61.87700	61.80387
1501	61.70700	61.82447
1502	62.39600	61.84506
1503	61.16200	61.86565
1504	62.74300	61.88622
1505	61.94500	61.90679
1506	61.80200	61.92736
1507	61.82500	61.94791
1508	61.87800	61.96846
1509	61.01100	61.98901
1510	61.99600	62.00954
1511	61.16900	62.03007
1512	61.97000	62.05060
1513	61.52900	62.07111
1514	62.06600	62.09162
1515	62.98100	62.11212
1516	62.19200	62.13262
1517	61.82700	62.15311
1518	62.50200	62.17359
1519	61.15800	62.19407
1520	61.75000	62.21453
1521	61.67200	62.23500
1522	62.57600	62.25545
1523	62.75600	62.27590
1524	62.44900	62.29634
1525	61.33200	62.31678
1526	62.09300	62.33720
1527	62.39100	62.35763
1528	61.64600	62.37804
1529	61.95600	62.39845
1530	62.63500	62.41885
1531	62.44500	62.43925
1532	62.02000	62.45963
1533	61.49000	62.48002
1534	62.17100	62.50039
1535	64.20300	62.52076
1536	62.36100	62.54112
1537	61.98800	62.56148
1538	62.03300	62.58183
1539	62.33200	62.60217
1540	62.00800	62.62250
1541	64.41000	62.64283
1542	62.17700	62.66315
1543	62.35000	62.68347
1544	63.04000	62.70378
1545	63.41100	62.72408
1546	63.68900	62.74438
1547	62.64400	62.76466
1548	62.93800	62.78495
1549	62.09500	62.80522
1550	61.61900	62.82549
1551	63.37200	62.84576
1552	62.71000	62.86601
1553	63.17500	62.88626
1554	62.57200	62.90651
1555	62.26900	62.92674
1556	63.62900	62.94697
1557	62.16700	62.96720
1558	63.03800	62.98741
1559	63.23200	63.00763
1560	62.23500	63.02783
1561	62.93500	63.04803
1562	63.66400	63.06822
1563	63.17500	63.08840
1564	62.74300	63.10858
1565	63.38700	63.12876
1566	63.36500	63.14892
1567	63.86600	63.16908
1568	62.96600	63.18923
1569	63.17400	63.20938
1570	63.14700	63.22952
1571	63.56600	63.24965
1572	63.62700	63.26978
1573	62.59900	63.28990
1574	63.75600	63.31002
1575	64.31400	63.33012
1576	62.97600	63.35023
1577	62.45300	63.37032
1578	63.69300	63.39041
1579	63.45700	63.41049
1580	63.74600	63.43057
1581	63.90400	63.45064
1582	63.39800	63.47070
1583	63.63800	63.49076
1584	63.29600	63.51081
1585	63.12000	63.53085
1586	64.24100	63.55089
1587	63.74700	63.57092
1588	63.12600	63.59095
1589	63.26200	63.61097
1590	63.14200	63.63098
1591	62.95700	63.65099
1592	63.67100	63.67099
1593	64.62600	63.69098
1594	64.43400	63.71097
1595	63.55900	63.73095
1596	63.61100	63.75093
1597	63.92300	63.77090
1598	63.25900	63.79086
1599	63.63600	63.81081
1600	63.29700	63.83076
1601	63.55300	63.85071
1602	62.95400	63.87065
1603	63.81400	63.89058
1604	63.65000	63.91050
1605	63.45500	63.93042
1606	63.68500	63.95034
1607	63.34200	63.97024
1608	65.33500	63.99014
1609	64.23700	64.01004
1610	64.20300	64.02993
1611	63.13200	64.04981
1612	64.02000	64.06968
1613	64.97400	64.08955
1614	64.20900	64.10942
1615	63.47700	64.12927
1616	64.26300	64.14912
1617	64.66700	64.16897
1618	63.80300	64.18881
1619	63.91800	64.20864
1620	64.20000	64.22847
1621	64.69700	64.24829
1622	64.28500	64.26810
1623	64.19000	64.28791
1624	65.36500	64.30771
1625	63.93400	64.32751
1626	64.61900	64.34730
1627	64.45300	64.36708
1628	64.41800	64.38686
1629	64.56200	64.40663
1630	64.78300	64.42640
1631	64.62500	64.44616
1632	64.27000	64.46591
1633	63.56100	64.48566
1634	64.99900	64.50540
1635	64.10100	64.52514
1636	64.18000	64.54487
1637	64.41300	64.56459
1638	64.68800	64.58431
1639	65.27400	64.60402
1640	64.12900	64.62372
1641	64.99800	64.64342
1642	65.29700	64.66312
1643	64.85600	64.68280
1644	64.31200	64.70249
1645	64.09700	64.72216
1646	65.66300	64.74183
1647	65.29700	64.76149
1648	64.43100	64.78115
1649	65.17300	64.80080
1650	64.85800	64.82045
1651	65.45900	64.84009
1652	65.04600	64.85972
1653	64.93800	64.87935
1654	65.77700	64.89897
1655	65.45600	64.91859
1656	65.48200	64.93820
1657	65.67600	64.95780
1658	64.99200	64.97740
1659	64.99500	64.99699
1660	65.47400	65.01658
1661	64.82300	65.03616
1662	64.88200	65.05573
1663	65.96900	65.07530
1664	64.39900	65.09486
1665	64.14200	65.11442
1666	64.51200	65.13397
1667	64.95800	65.15352
1668	64.90300	65.17306
1669	65.57800	65.19259
1670	64.95300	65.21212
1671	64.90900	65.23164
1672	64.34300	65.25115
1673	65.81100	65.27066
1674	65.25500	65.29017
1675	65.17900	65.30967
1676	65.07600	65.32916
1677	65.16400	65.34865
1678	65.94200	65.36813
1679	66.05300	65.38760
1680	66.45700	65.40707
1681	65.97600	65.42653
1682	66.07500	65.44599
1683	65.89900	65.46544
1684	65.17300	65.48489
1685	65.71100	65.50433
1686	66.76700	65.52376
1687	65.25100	65.54319
1688	66.59100	65.56262
1689	64.95800	65.58203
1690	65.21700	65.60145
1691	65.23100	65.62085
1692	65.16600	65.64025
1693	65.54700	65.65965
1694	65.20700	65.67903
1695	65.45500	65.69842
1696	65.14900	65.71779
1697	67.11000	65.73717
1698	65.50800	65.75653
1699	66.63400	65.77589
1700	65.77100	65.79525
1701	65.60500	65.81460
1702	65.40600	65.83394
1703	64.82500	65.85328
1704	66.76800	65.87261
1705	66.07400	65.89193
1706	65.95600	65.91125
1707	66.03300	65.93057
1708	65.53000	65.94988
1709	65.68700	65.96918
1710	65.65500	65.98848
1711	64.43600	66.00777
1712	65.33900	66.02706
1713	66.36700	66.04634
1714	67.34800	66.06561
1715	66.88900	66.08488
1716	65.50100	66.10415
1717	66.60600	66.12340
1718	66.70800	66.14266
1719	65.93000	66.16190
1720	64.96600	66.18115
1721	67.32500	66.20038
1722	65.90700	66.21961
1723	65.70500	66.23884
1724	67.22900	66.25806
1725	66.02700	66.27727
1726	66.21300	66.29648
1727	67.08900	66.31568
1728	65.40800	66.33488
1729	66.87800	66.35407
1730	66.49300	66.37325
1731	66.33200	66.39243
1732	67.24500	66.41161
1733	67.42300	66.43078
1734	66.75900	66.44994
1735	66.53900	66.46910
1736	67.65900	66.48825
1737	66.99300	66.50740
1738	66.68500	66.52654
1739	67.24300	66.54568
1740	67.17300	66.56481
1741	67.37800	66.58393
1742	65.45000	66.60305
1743	66.10200	66.62217
1744	67.80700	66.64127
1745	66.94200	66.66038
1746	66.34500	66.67948
1747	67.36800	66.69857
1748	66.86900	66.71765
1749	66.56800	66.73674
1750	66.26800	66.75581
1751	67.48400	66.77488
1752	67.13500	66.79395
1753	65.82700	66.81301
1754	67.09000	66.83206
1755	67.47400	66.85111
1756	65.88400	66.87015
1757	66.74700	66.88919
1758	68.44900	66.90822
1759	67.44300	66.92725
1760	66.62100	66.94627
1761	66.88100	66.96529
1762	66.94300	66.98430
1763	65.91200	67.00330
1764	66.54300	67.02230
1765	67.79900	67.04130
1766	67.48500	67.06029
1767	67.15000	67.07927
1768	66.72400	67.09825
1769	68.01100	67.11722
1770	67.66100	67.13619
1771	67.29000	67.15515
1772	67.14500	67.17411
1773	68.73100	67.19306
1774	68.31100	67.21201
1775	67.65200	67.23095
1776	67.05700	67.24988
1777	68.18600	67.26881
1778	67.22500	67.28774
1779	68.85800	67.30666
1780	66.82500	67.32557
1781	68.30300	67.34448
1782	67.36100	67.36339
1783	68.19100	67.38228
1784	66.16500	67.40118
1785	67.71800	67.42007
1786	67.29600	67.43895
1787	66.28600	67.45782
1788	65.71400	67.47670
1789	68.23000	67.49556
1790	67.82200	67.51442
1791	68.13200	67.53328
1792	67.19700	67.55213
1793	67.91100	67.57098
1794	66.59000	67.58982
1795	67.25400	67.60865
1796	68.58700	67.62748
1797	68.37800	67.64631
1798	67.47200	67.66513
1799	67.68400	67.68394
1800	67.13800	67.70275
1801	68.31200	67.72155
1802	67.93700	67.74035
1803	67.62400	67.75915
1804	67.98800	67.77793
1805	67.77200	67.79672
1806	68.33300	67.81549
1807	68.17800	67.83427
1808	68.38700	67.85303
1809	68.39700	67.87180
1810	68.39800	67.89055
1811	68.34200	67.90930
1812	67.83100	67.92805
1813	67.54400	67.94679
1814	67.19600	67.96553
1815	67.36400	67.98426
1816	66.74500	68.00299
1817	68.31100	68.02171
1818	68.28000	68.04042
1819	68.29700	68.05913
1820	68.05000	68.07784
1821	67.95000	68.09654
1822	67.87600	68.11523
1823	67.91400	68.13392
1824	68.30800	68.15261
1825	68.60100	68.17129
1826	67.88800	68.18996
1827	68.40200	68.20863
1828	67.80000	68.22729
1829	68.51400	68.24595
1830	67.86900	68.26461
1831	68.23300	68.28326
1832	68.70400	68.30190
1833	67.97800	68.32054
1834	67.34300	68.33917
1835	69.94400	68.35780
1836	68.66800	68.37643
1837	68.85900	68.39504
1838	67.95300	68.41366
1839	69.28900	68.43227
1840	68.64000	68.45087
1841	67.72800	68.46947
1842	69.51000	68.48806
1843	69.09200	68.50665
1844	67.72400	68.52523
1845	68.25300	68.54381
1846	68.81700	68.56238
1847	70.31200	68.58095
1848	68.57400	68.59951
1849	69.54500	68.61807
1850	69.43900	68.63663
1851	68.66700	68.65517
1852	70.14600	68.67372
1853	68.29500	68.69225
1854	69.38000	68.71079
1855	68.77000	68.72931
1856	68.88200	68.74784
1857	68.02000	68.76636
1858	68.82400	68.78487
1859	68.04500	68.80338
1860	68.59900	68.82188
1861	69.05100	68.84038
1862	69.91500	68.85887
1863	70.04600	68.87736
1864	68.71400	68.89584
1865	67.70800	68.91432
1866	69.29500	68.93279
1867	68.19200	68.95126
1868	68.92600	68.96972
1869	68.87700	68.98818
1870	70.15600	69.00664
1871	68.41400	69.02509
1872	68.52900	69.04353
1873	69.41800	69.06197
1874	68.23600	69.08040
1875	68.92800	69.09883
1876	69.74900	69.11725
1877	69.29300	69.13567
1878	70.19800	69.15409
1879	68.60300	69.17250
1880	69.05200	69.19090
1881	68.91400	69.20930
1882	69.29600	69.22769
1883	69.45900	69.24608
1884	68.44100	69.26447
1885	68.30200	69.28285
1886	69.54500	69.30122
1887	70.15100	69.31959
1888	69.57300	69.33796
1889	68.81300	69.35632
1890	69.62300	69.37467
1891	69.85200	69.39303
1892	69.46800	69.41137
1893	68.91400	69.42971
1894	70.29000	69.44805
1895	69.81900	69.46638
1896	68.75800	69.48471
1897	70.42200	69.50303
1898	68.83400	69.52134
1899	69.93100	69.53966
1900	69.89500	69.55796
1901	69.36000	69.57627
1902	70.59100	69.59456
1903	69.89500	69.61286
1904	69.20700	69.63114
1905	69.54800	69.64943
1906	70.05300	69.66771
1907	70.10000	69.68598
1908	67.97800	69.70425
1909	70.05900	69.72251
1910	69.08100	69.74077
1911	69.90900	69.75902
1912	69.51100	69.77727
1913	69.91900	69.79552
1914	69.80000	69.81376
1915	69.13100	69.83199
1916	68.60600	69.85023
1917	70.30400	69.86845
1918	69.91700	69.88667
1919	70.12600	69.90489
1920	70.13900	69.92310
1921	69.42700	69.94131
1922	69.18600	69.95951
1923	69.43900	69.97771
1924	70.63700	69.99590
1925	69.11000	70.01409
1926	70.31700	70.03227
1927	70.38900	70.05045
1928	69.59700	70.06862
1929	69.51600	70.08679
1930	70.46600	70.10495
1931	69.96400	70.12311
1932	69.24600	70.14127
1933	69.79200	70.15942
1934	69.96000	70.17756
1935	69.59200	70.19571
1936	70.40200	70.21384
1937	71.14000	70.23197
1938	70.44900	70.25010
1939	70.44200	70.26822
1940	70.22900	70.28634
1941	70.63900	70.30445
1942	69.44300	70.32256
1943	70.70100	70.34066
1944	69.77000	70.35876
1945	70.07700	70.37686
1946	71.14800	70.39495
1947	68.81200	70.41303
1948	70.49800	70.43111
1949	70.68800	70.44919
1950	70.16700	70.46726
1951	70.45700	70.48532
1952	69.06400	70.50338
1953	70.24000	70.52144
1954	70.93400	70.53949
1955	70.18400	70.55754
1956	71.01900	70.57558
1957	70.59100	70.59362
1958	70.34200	70.61166
1959	70.88600	70.62969
1960	70.18400	70.64771
1961	71.70000	70.66573
1962	70.90400	70.68375
1963	70.49400	70.70176
1964	71.12800	70.71976
1965	71.10800	70.73777
1966	70.72600	70.75576
1967	71.81900	70.77375
1968	70.81000	70.79174
1969	70.94100	70.80973
1970	70.09900	70.82771
1971	71.86100	70.84568
1972	70.47400	70.86365
1973	70.69200	70.88161
1974	71.65500	70.89957
1975	70.60600	70.91753
1976	69.93900	70.93548
1977	70.57000	70.95343
1978	71.35800	70.97137
1979	70.67800	70.98931
1980	72.06900	71.00724
1981	71.57900	71.02517
1982	70.32500	71.04310
1983	70.75500	71.06102
1984	70.94600	71.07893
1985	71.73600	71.09684
1986	70.81600	71.11475
1987	71.62500	71.13265
1988	71.32400	71.15055
1989	71.37700	71.16844
1990	70.93400	71.18633
1991	71.91700	71.20421
1992	70.48400	71.22209
1993	71.88200	71.23997
1994	71.67800	71.25784
1995	71.04100	71.27570
1996	71.10900	71.29356
1997	70.76600	71.31142
1998	71.46100	71.32927
1999	70.39600	71.34712
2000	70.08500	71.36496
2001	71.52200	71.38280
2002	70.73400	71.40064
2003	71.44900	71.41847
2004	71.15500	71.43629
2005	71.76200	71.45412
